t,chair_x,chair_y,chair_yaw
0.0,-1.985488117343206,2.0179315533531628,-0.004432154954656363
0.05004715919494629,-1.985488117343206,2.0179315533531628,-0.004432154954656363
0.09984898567199707,-1.9827956427821816,2.016469597367663,-0.004793197550999115
0.14958882331848145,-1.9827956427821816,2.016469597367663,-0.004793197550999115
0.2000739574432373,-1.9832658303449482,2.017815290287419,-0.0038498957327147685
0.2497267723083496,-1.9832658303449482,2.017815290287419,-0.0038498957327147685
0.29962635040283203,-1.9832658303449482,2.017815290287419,-0.0038498957327147685
0.35025811195373535,-1.9830290205214305,2.0137001181723546,-0.005403408535787064
0.40105414390563965,-1.9830290205214305,2.0137001181723546,-0.005403408535787064
0.450439453125,-1.9848078848485935,2.0148405320865908,-0.0059228666181023884
0.49956607818603516,-1.9826414472912575,2.0150352020556004,-0.009747835001697144
0.5498945713043213,-1.9826414472912575,2.0150352020556004,-0.009747835001697144
0.5998802185058594,-1.9775434774565621,2.01783202828525,-0.01750696381028842
0.6499230861663818,-1.9775434774565621,2.01783202828525,-0.01750696381028842
0.6995317935943604,-1.971606591757317,2.0162858407771456,-0.03608609104168422
0.7502307891845703,-1.971606591757317,2.0162858407771456,-0.03608609104168422
0.7997634410858154,-1.971606591757317,2.0162858407771456,-0.03608609104168422
0.849621057510376,-1.956484671592571,2.0118559287956197,-0.06641558530749819
0.8996310234069824,-1.956484671592571,2.0118559287956197,-0.06641558530749819
0.9501700401306152,-1.942844013100045,2.0030491665015373,-0.11021407571651412
1.000413179397583,-1.942844013100045,2.0030491665015373,-0.11021407571651412
1.050027847290039,-1.9196939899640575,1.9947426351550592,-0.159697980187134
1.0996699333190918,-1.8940789130807865,1.9854094796775865,-0.22146214526232022
1.1515710353851318,-1.8940789130807865,1.9854094796775865,-0.22146214526232022
1.2009382247924805,-1.8940789130807865,1.9854094796775865,-0.22146214526232022
1.2496776580810547,-1.8695692858447144,1.9729118560047658,-0.29118418349483755
1.2996525764465332,-1.8695692858447144,1.9729118560047658,-0.29118418349483755
1.3503587245941162,-1.844683264671453,1.9635654348301457,-0.35830057385086345
1.3998136520385742,-1.844683264671453,1.9635654348301457,-0.35830057385086345
1.4498305320739746,-1.8135737497731061,1.9508912123327906,-0.42119509527156357
1.4999442100524902,-1.7858739947191529,1.9382920405455637,-0.47748942478652645
1.549839973449707,-1.7858739947191529,1.9382920405455637,-0.47748942478652645
1.600205898284912,-1.7594976090346472,1.922957568905748,-0.5232684863971224
1.649994134902954,-1.7594976090346472,1.922957568905748,-0.5232684863971224
1.699821949005127,-1.7255623180168338,1.9066953859012399,-0.5567667825744211
1.7500717639923096,-1.7255623180168338,1.9066953859012399,-0.5567667825744211
1.8001337051391602,-1.7255623180168338,1.9066953859012399,-0.5567667825744211
1.8499486446380615,-1.6940061690988917,1.886355291499889,-0.579196794314994
1.8998298645019531,-1.6940061690988917,1.886355291499889,-0.579196794314994
1.9499003887176514,-1.6627318752350448,1.8676296289438152,-0.5953410272663082
1.9997155666351318,-1.6627318752350448,1.8676296289438152,-0.5953410272663082
2.050067186355591,-1.6320976326831733,1.843623868380536,-0.6118556983220356
2.1003081798553467,-1.6320976326831733,1.843623868380536,-0.6118556983220356
2.150040626525879,-1.5995354773519521,1.8215604416190136,-0.6316730815884136
2.199868679046631,-1.5671369333860206,1.7996666981457656,-0.6502725240720344
