t,chair_x,chair_y,chair_yaw,human5_x,human5_y,human6_x,human6_y,human7_x,human7_y,human8_x,human8_y
0.0,-0.9315572381019592,1.7116504907608032,0.010135672658189756,nan,nan,nan,nan,nan,nan,nan,nan
0.05174589157104492,-0.932006299495697,1.7117408514022827,0.0094345942207371,3.7635109424591064,-3.7137649059295654,1.5686012506484985,2.9130361080169678,0.7779754400253296,0.16755524277687073,2.2123727798461914,-0.34660792350769043
0.10030174255371094,-0.9314835667610168,1.7115952968597412,0.010226602687490063,3.7635109424591064,-3.7137649059295654,1.5706340074539185,2.9115893840789795,0.7788872122764587,0.1673077940940857,2.213019847869873,-0.34424686431884766
0.15051603317260742,-0.9321221113204956,1.7116886377334595,0.009467345820001938,3.7635109424591064,-3.7137649059295654,1.571149230003357,2.910505771636963,0.7799687385559082,0.16717860102653503,2.2125320434570312,-0.34306925535202026
0.20164179801940918,-0.9316921234130859,1.7116261720657349,0.010153357153501172,3.7635109424591064,-3.7137649059295654,1.5703988075256348,2.910332441329956,0.7811956405639648,0.16724823415279388,2.211012840270996,-0.3430870473384857
0.25075387954711914,-0.9322104454040527,1.7117233276367188,0.009476672095818666,3.7635109424591064,-3.7137649059295654,1.5678768157958984,2.912404775619507,0.7828174829483032,0.1673741638660431,2.209559202194214,-0.34428146481513977
0.30024147033691406,-0.9315745234489441,1.7115665674209595,0.010054894034825868,3.7635109424591064,-3.7137649059295654,1.5635066032409668,2.916642189025879,0.7844138145446777,0.16746209561824799,2.2090647220611572,-0.3455285429954529
0.35057806968688965,-0.9312998056411743,1.7116581201553345,0.009292998411289607,3.7635109424591064,-3.7137649059295654,1.557592511177063,2.9219281673431396,0.786137044429779,0.1674465388059616,2.20969820022583,-0.3464907109737396
0.4015200138092041,-0.930962324142456,1.711877465248108,0.0069657535890661395,3.7635109424591064,-3.7137649059295654,1.549964427947998,2.9288954734802246,0.7881515026092529,0.16739477217197418,2.2107784748077393,-0.3472059965133667
0.450131893157959,-0.9301531314849854,1.7121855020523071,0.004523729214838728,3.7635109424591064,-3.7137649059295654,1.5429106950759888,2.935279369354248,0.79035484790802,0.16722841560840607,2.211350202560425,-0.3477647304534912
0.500514030456543,-0.9283519387245178,1.7122926712036133,0.0032430209164827483,3.7635109424591064,-3.7137649059295654,1.5358530282974243,2.9403939247131348,0.7923642992973328,0.1669854372739792,2.211486339569092,-0.34831663966178894
0.5515494346618652,-0.9268567562103271,1.7121576070785522,0.0005335705561787108,3.7635109424591064,-3.7137649059295654,1.5284627676010132,2.9444363117218018,0.7939040660858154,0.16680139303207397,2.211261510848999,-0.3488834798336029
