t,chair_x,chair_y,chair_yaw,human5_x,human5_y,human6_x,human6_y,human7_x,human7_y,human8_x,human8_y
0.0,-0.9288766384124756,1.7334445714950562,0.00926990123667289,1.8379111289978027,-3.0302085876464844,1.708082675933838,3.300821304321289,3.288031578063965,-0.19861845672130585,-1.1701802015304565,-1.094447374343872
0.05035901069641113,-0.9289970397949219,1.7333984375,0.009331661642264719,1.8369649648666382,-3.031386613845825,1.7042726278305054,3.304945230484009,3.286374807357788,-0.19889283180236816,-1.1624774932861328,-1.1014593839645386
0.10148048400878906,-0.9289365410804749,1.7333652973175049,0.009238090065898034,1.83603835105896,-3.032372236251831,1.7002924680709839,3.3093957901000977,3.284071445465088,-0.1991981416940689,-1.152234673500061,-1.1155524253845215
0.14956903457641602,-0.9290159940719604,1.7333617210388184,0.0092328606131656,1.8350404500961304,-3.0330750942230225,1.6963552236557007,3.3150196075439453,3.2817513942718506,-0.19940778613090515,-1.1393674612045288,-1.1336830854415894
0.19923162460327148,-0.9289615154266357,1.7334232330322266,0.009051708681046733,1.8340015411376953,-3.0334012508392334,1.6921387910842896,3.3202052116394043,3.279111623764038,-0.19944579899311066,-1.1241093873977661,-1.1533492803573608
0.24958562850952148,-0.9289444088935852,1.7334263324737549,0.008885026307865357,1.832997441291809,-3.0333056449890137,1.688614010810852,3.323883295059204,3.2769315242767334,-0.1994696408510208,-1.1070691347122192,-1.172377109527588
0.29897260665893555,-0.9293445348739624,1.733518123626709,0.007919730500164158,1.8321739435195923,-3.032951831817627,1.6851202249526978,3.3269400596618652,3.274719476699829,-0.19933949410915375,-1.0885530710220337,-1.1892306804656982
0.35031819343566895,-0.929512619972229,1.7336686849594116,0.008392400292498325,1.8316389322280884,-3.0331459045410156,1.6820979118347168,3.3298094272613525,3.272817611694336,-0.19908392429351807,-1.0686759948730469,-1.203708529472351
0.39917445182800293,-0.9295350909233093,1.7335865497589111,0.007710431837779516,1.8313323259353638,-3.0326902866363525,1.679392695426941,3.332829713821411,3.2711377143859863,-0.1988929659128189,-1.0481847524642944,-1.216967225074768
0.4497208595275879,-0.9291529059410095,1.7336574792861938,0.0061629070761607665,1.8313179016113281,-3.0309016704559326,1.6768913269042969,3.335557460784912,3.269489288330078,-0.1987522542476654,-1.0287187099456787,-1.227069616317749
0.49930906295776367,-0.9284747242927551,1.733565092086792,0.004152171385115322,1.8316751718521118,-3.026921033859253,1.675489068031311,3.3390908241271973,3.267890214920044,-0.19868282973766327,-1.008469820022583,-1.2344719171524048
0.54931640625,-0.9274941086769104,1.733672857284546,0.0016846371922139103,1.8324759006500244,-3.02117919921875,1.6740909814834595,3.341215133666992,3.266432046890259,-0.1986563503742218,-0.9953523874282837,-1.241446614265442
0.5997693538665771,-0.9259437322616577,1.7336390018463135,-0.001262932512176017,1.83299720287323,-3.0138463973999023,1.6736807823181152,3.3423242568969727,3.264979839324951,-0.19872309267520905,-0.9887598156929016,-1.2512948513031006
0.6501245498657227,-0.9241546392440796,1.7339346408843994,-0.004740406076118285,1.8327710628509521,-3.0044803619384766,1.6743710041046143,3.3428092002868652,3.2636477947235107,-0.19906915724277496,-0.9851275682449341,-1.2626887559890747
0.6995735168457031,-0.9219348430633545,1.7341265678405762,-0.00843611691147867,1.8317545652389526,-2.9927263259887695,1.6754271984100342,3.3419296741485596,3.2624475955963135,-0.19959953427314758,-0.9824247360229492,-1.2740474939346313
0.7495419979095459,-0.9195126295089722,1.7343610525131226,-0.013992515495680436,1.82953941822052,-2.9787538051605225,1.6773593425750732,3.3398892879486084,3.2611734867095947,-0.20028868317604065,-0.9808136224746704,-1.2852625846862793
0.8002643585205078,-0.9169206619262695,1.7345201969146729,-0.020402342533588372,1.8256056308746338,-2.9628453254699707,1.6795618534088135,3.337221145629883,3.2597296237945557,-0.2011391818523407,-0.9808650612831116,-1.296838402748108
